filename,total_points,total_distance_km,raw_elevation_gain_m,raw_elevation_loss_m,raw_gain_loss_ratio,gain_10m,loss_10m,ratio_10m,gain_25m,loss_25m,ratio_25m,gain_50m,loss_50m,ratio_50m,official_elevation_gain_m,accuracy_raw,accuracy_10m,accuracy_25m,accuracy_50m,noise_level,gradient_issues,data_quality_score
VIELHA_10_K_V0_814f4db3d2.gpx,214,8.30365863708335,552.92578125,552.31640625,1.00110330780166,534.206697577569,533.108113902218,1.0020607146031,509,508,1.00312389560927,460.535263708882,458.353060327262,1.00476096609906,600,92.154296875,89.0344495962615,85,76.7558772848137,High,13,62
Crono21.gpx,326,20.2870998361527,1324.687,1331.406,0.99495345521952,1293.16826044151,1305.60646952512,0.990473232651699,1254,1271,0.986103229334429,1199.77372821773,1227.61019491935,0.977324669657498,1481,89.4454422687373,87.3172356813987,85,81.0110552476523,High,16,59
Crono30.gpx,445,28.4794689711686,1856.689,1858.813,0.998857335299463,1763.68338228938,1772.37802577844,0.995094362848891,1666,1678,0.992571127639174,1560.0462100268,1583.42408446398,0.985235872899397,1968,94.3439532520326,89.6180580431594,85,79.2706407533944,High,23,52
O-See 50k.gpx,2041,50.6066032367164,3962,3962,1,2220.96096617734,2220.45367313381,1.00022846369176,1942,1942,0.999969102437334,1764.36154806808,1763.89462302784,1.0002647125481,2300,172.260869565217,96.56352026858,84,76.711371655134,High,403,45
2025_Canyons_Endurance_Runs_by_UTMB_25k_Course_2ecb772884.gpx,1098,24.9020535436747,882.11,881.531999999999,1.00065567670828,783.696760327604,783.624324280525,1.00009243721109,718,718,0.999115424179993,672.859853658423,674.394674912085,0.997724149803138,850,103.777647058824,92.199618862071,84,79.1599827833439,Medium,20,70
ISTRIA_42.gpx,1800,41.8999104066693,1158.399764,1340.999776,0.86383292878343,1061.23621396225,1244.80463754146,0.852532342792547,962,1144,0.840669362392548,866.151544934261,1047.59767694745,0.826797886243985,1153,100.468322983521,92.0413021649823,83,75.1215563689732,Medium,12,78
utsg-2025-35k.gpx,1086,37.1648085708823,733.01,733.01,1,678.162839867381,678.235891911692,0.999892291096384,598,598,1.00006615153747,496.701411434226,496.742758710336,0.999916763203117,720,101.806944444444,94.189283314914,83,68.9863071436425,Medium,6,84
2025_MYULTRA_MY_13_CLEAN_dd75786950.gpx,1189,14.0103103661731,753,757,0.994715984147953,404.514157529346,408.995676282162,0.989042625600463,346,351,0.985775070631553,312.326547489997,318.326547489996,0.981151430669828,419,179.713603818616,96.5427583602259,83,74.5409421217177,Medium,158,60
utsg-2025-50k.gpx,1347,52.3733935012758,1083.85,1083.85,1,1000.34394199518,1000.39549623273,0.99994846614389,876,876,1.0001820016708,712.265978076733,712.412253500944,0.999794675872724,1061,102.153628652215,94.283123656473,83,67.1315719205215,High,13,62
the-arctic-triple-lofoten-ultra-trail-100-miles.gpx,19170,159.679416939239,7697.38602094646,7701.53055219647,0.999461856156783,6514.94590842757,6518.98155211724,0.999380939544405,5782,5786,0.999332218981507,5138.10742117814,5141.50802315686,0.999338598332745,7000,109.962657442092,93.0706558346796,83,73.4015345882592,Medium,2309,60
Arc_Of_Attrition_25_2025_V4_0_6876b56e8d.gpx,605,40.6869807696628,1054,1064,0.990601503759399,952.311214393294,962.791878405432,0.989114299520789,824,834,0.987214336203496,666.82401827898,678.489817296816,0.982806228302271,1000,105.4,95.2311214393294,82,66.6824018278981,High,11,64
utsg-2025-20k.gpx,665,22.4660390553627,429.93,429.93,1,398.237196333166,398.327393917538,0.999773559173311,349,349,1.00014778342419,286.007248168453,286.064551981993,0.999799682228563,425,101.16,93.7028697254509,82,67.2958230984594,Medium,1,89
Claudia_Augusta_Altinate_Trail_41.gpx,17729,40.4240829945621,2168,2171,0.998618148318747,2105.38290402744,2107.38290402744,0.999050955573296,2046,2046,0.999837102217873,1971.29429840563,1971.62763173896,0.999830934945338,2500,86.72,84.2153161610977,82,78.8517719362251,Low,2783,70
AOA_2025_Arc_50_V1_4_73ca714bc8.gpx,1261,80.8309710542968,2671.524,2602.593,1.02648550887519,2376.7774199092,2312.757110405,1.02768138046843,2040,1979,1.03111294230565,1671.27496727931,1614.53686201303,1.03514203150218,2500,106.86096,95.0710967963679,82,66.8509986911725,High,39,45
Arc_100.gpx,2651,161.657108292398,5277.92200000001,5202.117,1.01457195214948,4692.12794563714,4614.60807772485,1.0167987977758,3993,3914,1.02038449522764,3248.5944204946,3166.3498474421,1.0259745691459,4900,107.712693877551,95.7577131762682,81,66.2978453162164,High,77,45
2025_Desert_Rats_Trail_Running_Festival_by_UTMB_21k_Course_fd8f191146.gpx,2052,21.253334309654,825.842,825.689,1.00018529979205,614.451264989987,614.341483788048,1.00017869736105,517,517,1.000266362429,461.95547214586,461.719031209219,1.00051208834954,700,117.977428571429,87.7787521414267,74,65.9936388779801,Medium,30,60
